,country,year,sex,age,suicides_no,population,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
292,Antigua and Barbuda,1987,female,55-74 years,0,3738,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation
293,Antigua and Barbuda,1987,female,75+ years,0,1081,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation
294,Antigua and Barbuda,1987,male,15-24 years,0,7421,Antigua and Barbuda1987,,"337,174,852",5595,Generation X
295,Antigua and Barbuda,1987,male,25-34 years,0,5893,Antigua and Barbuda1987,,"337,174,852",5595,Boomers
296,Antigua and Barbuda,1987,male,35-54 years,0,5927,Antigua and Barbuda1987,,"337,174,852",5595,Silent
297,Antigua and Barbuda,1987,male,5-14 years,0,6499,Antigua and Barbuda1987,,"337,174,852",5595,Generation X
298,Antigua and Barbuda,1987,male,55-74 years,0,2798,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation
299,Antigua and Barbuda,1987,male,75+ years,0,538,Antigua and Barbuda1987,,"337,174,852",5595,G.I. Generation
300,Antigua and Barbuda,1988,female,15-24 years,0,7413,Antigua and Barbuda1988,,"398,637,741",6693,Generation X
301,Antigua and Barbuda,1988,female,25-34 years,0,6041,Antigua and Barbuda1988,,"398,637,741",6693,Boomers
302,Antigua and Barbuda,1988,female,35-54 years,0,6021,Antigua and Barbuda1988,,"398,637,741",6693,Silent
303,Antigua and Barbuda,1988,female,5-14 years,0,6527,Antigua and Barbuda1988,,"398,637,741",6693,Generation X
304,Antigua and Barbuda,1988,female,55-74 years,0,3708,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation
305,Antigua and Barbuda,1988,female,75+ years,0,1141,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation
306,Antigua and Barbuda,1988,male,15-24 years,0,7209,Antigua and Barbuda1988,,"398,637,741",6693,Generation X
307,Antigua and Barbuda,1988,male,25-34 years,0,5826,Antigua and Barbuda1988,,"398,637,741",6693,Boomers
308,Antigua and Barbuda,1988,male,35-54 years,0,5907,Antigua and Barbuda1988,,"398,637,741",6693,Silent
309,Antigua and Barbuda,1988,male,5-14 years,0,6355,Antigua and Barbuda1988,,"398,637,741",6693,Generation X
310,Antigua and Barbuda,1988,male,55-74 years,0,2813,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation
311,Antigua and Barbuda,1988,male,75+ years,0,603,Antigua and Barbuda1988,,"398,637,741",6693,G.I. Generation
312,Antigua and Barbuda,1989,female,15-24 years,0,7152,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
313,Antigua and Barbuda,1989,female,25-34 years,0,6059,Antigua and Barbuda1989,,"438,794,778",7407,Boomers
314,Antigua and Barbuda,1989,female,35-54 years,0,5969,Antigua and Barbuda1989,,"438,794,778",7407,Silent
315,Antigua and Barbuda,1989,female,5-14 years,0,6621,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
316,Antigua and Barbuda,1989,female,55-74 years,0,3696,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
317,Antigua and Barbuda,1989,female,75+ years,0,1195,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
318,Antigua and Barbuda,1989,male,15-24 years,0,6927,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
319,Antigua and Barbuda,1989,male,25-34 years,0,5835,Antigua and Barbuda1989,,"438,794,778",7407,Boomers
320,Antigua and Barbuda,1989,male,35-54 years,0,5862,Antigua and Barbuda1989,,"438,794,778",7407,Silent
321,Antigua and Barbuda,1989,male,5-14 years,0,6403,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
322,Antigua and Barbuda,1989,male,55-74 years,0,2843,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
323,Antigua and Barbuda,1989,male,75+ years,0,676,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
324,Antigua and Barbuda,1990,male,35-54 years,1,5799,Antigua and Barbuda1990,,"459,469,074",7744,Silent
325,Antigua and Barbuda,1990,female,15-24 years,0,6827,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
326,Antigua and Barbuda,1990,female,25-34 years,0,6172,Antigua and Barbuda1990,,"459,469,074",7744,Boomers
327,Antigua and Barbuda,1990,female,35-54 years,0,5895,Antigua and Barbuda1990,,"459,469,074",7744,Silent
328,Antigua and Barbuda,1990,female,5-14 years,0,6877,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
329,Antigua and Barbuda,1990,female,55-74 years,0,3706,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
330,Antigua and Barbuda,1990,female,75+ years,0,1252,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
331,Antigua and Barbuda,1990,male,15-24 years,0,6598,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
332,Antigua and Barbuda,1990,male,25-34 years,0,5937,Antigua and Barbuda1990,,"459,469,074",7744,Boomers
333,Antigua and Barbuda,1990,male,5-14 years,0,6611,Antigua and Barbuda1990,,"459,469,074",7744,Generation X
334,Antigua and Barbuda,1990,male,55-74 years,0,2902,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
335,Antigua and Barbuda,1990,male,75+ years,0,758,Antigua and Barbuda1990,,"459,469,074",7744,G.I. Generation
336,Antigua and Barbuda,1991,female,15-24 years,0,6595,Antigua and Barbuda1991,,"481,706,333",7976,Generation X
337,Antigua and Barbuda,1991,female,25-34 years,0,6396,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
338,Antigua and Barbuda,1991,female,35-54 years,0,6198,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
339,Antigua and Barbuda,1991,female,5-14 years,0,7089,Antigua and Barbuda1991,,"481,706,333",7976,Millenials
340,Antigua and Barbuda,1991,female,55-74 years,0,3665,Antigua and Barbuda1991,,"481,706,333",7976,Silent
341,Antigua and Barbuda,1991,female,75+ years,0,1293,Antigua and Barbuda1991,,"481,706,333",7976,G.I. Generation
342,Antigua and Barbuda,1991,male,15-24 years,0,6401,Antigua and Barbuda1991,,"481,706,333",7976,Generation X
343,Antigua and Barbuda,1991,male,25-34 years,0,6156,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
344,Antigua and Barbuda,1991,male,35-54 years,0,6122,Antigua and Barbuda1991,,"481,706,333",7976,Boomers
345,Antigua and Barbuda,1991,male,5-14 years,0,6818,Antigua and Barbuda1991,,"481,706,333",7976,Millenials
346,Antigua and Barbuda,1991,male,55-74 years,0,2857,Antigua and Barbuda1991,,"481,706,333",7976,Silent
347,Antigua and Barbuda,1991,male,75+ years,0,804,Antigua and Barbuda1991,,"481,706,333",7976,G.I. Generation
348,Antigua and Barbuda,1992,female,15-24 years,0,6369,Antigua and Barbuda1992,,"499,281,148",8087,Generation X
349,Antigua and Barbuda,1992,female,25-34 years,0,6650,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
350,Antigua and Barbuda,1992,female,35-54 years,0,6534,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
351,Antigua and Barbuda,1992,female,5-14 years,0,7311,Antigua and Barbuda1992,,"499,281,148",8087,Millenials
352,Antigua and Barbuda,1992,female,55-74 years,0,3648,Antigua and Barbuda1992,,"499,281,148",8087,Silent
353,Antigua and Barbuda,1992,female,75+ years,0,1339,Antigua and Barbuda1992,,"499,281,148",8087,G.I. Generation
354,Antigua and Barbuda,1992,male,15-24 years,0,6221,Antigua and Barbuda1992,,"499,281,148",8087,Generation X
355,Antigua and Barbuda,1992,male,25-34 years,0,6409,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
356,Antigua and Barbuda,1992,male,35-54 years,0,6497,Antigua and Barbuda1992,,"499,281,148",8087,Boomers
357,Antigua and Barbuda,1992,male,5-14 years,0,7059,Antigua and Barbuda1992,,"499,281,148",8087,Millenials
358,Antigua and Barbuda,1992,male,55-74 years,0,2851,Antigua and Barbuda1992,,"499,281,148",8087,Silent
359,Antigua and Barbuda,1992,male,75+ years,0,853,Antigua and Barbuda1992,,"499,281,148",8087,G.I. Generation
360,Antigua and Barbuda,1993,male,25-34 years,1,6668,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
361,Antigua and Barbuda,1993,female,15-24 years,0,6182,Antigua and Barbuda1993,,"535,172,778",8453,Generation X
362,Antigua and Barbuda,1993,female,25-34 years,0,6914,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
363,Antigua and Barbuda,1993,female,35-54 years,0,6917,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
364,Antigua and Barbuda,1993,female,5-14 years,0,7529,Antigua and Barbuda1993,,"535,172,778",8453,Millenials
365,Antigua and Barbuda,1993,female,55-74 years,0,3662,Antigua and Barbuda1993,,"535,172,778",8453,Silent
366,Antigua and Barbuda,1993,female,75+ years,0,1386,Antigua and Barbuda1993,,"535,172,778",8453,G.I. Generation
367,Antigua and Barbuda,1993,male,15-24 years,0,6069,Antigua and Barbuda1993,,"535,172,778",8453,Generation X
368,Antigua and Barbuda,1993,male,35-54 years,0,6915,Antigua and Barbuda1993,,"535,172,778",8453,Boomers
369,Antigua and Barbuda,1993,male,5-14 years,0,7298,Antigua and Barbuda1993,,"535,172,778",8453,Millenials
370,Antigua and Barbuda,1993,male,55-74 years,0,2879,Antigua and Barbuda1993,,"535,172,778",8453,Silent
371,Antigua and Barbuda,1993,male,75+ years,0,896,Antigua and Barbuda1993,,"535,172,778",8453,G.I. Generation
372,Antigua and Barbuda,1994,female,15-24 years,0,6083,Antigua and Barbuda1994,,"589,429,593",9062,Generation X
373,Antigua and Barbuda,1994,female,25-34 years,0,7151,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
374,Antigua and Barbuda,1994,female,35-54 years,0,7357,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
375,Antigua and Barbuda,1994,female,5-14 years,0,7722,Antigua and Barbuda1994,,"589,429,593",9062,Millenials
376,Antigua and Barbuda,1994,female,55-74 years,0,3715,Antigua and Barbuda1994,,"589,429,593",9062,Silent
377,Antigua and Barbuda,1994,female,75+ years,0,1437,Antigua and Barbuda1994,,"589,429,593",9062,G.I. Generation
378,Antigua and Barbuda,1994,male,15-24 years,0,5976,Antigua and Barbuda1994,,"589,429,593",9062,Generation X
379,Antigua and Barbuda,1994,male,25-34 years,0,6886,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
380,Antigua and Barbuda,1994,male,35-54 years,0,7359,Antigua and Barbuda1994,,"589,429,593",9062,Boomers
381,Antigua and Barbuda,1994,male,5-14 years,0,7494,Antigua and Barbuda1994,,"589,429,593",9062,Millenials
382,Antigua and Barbuda,1994,male,55-74 years,0,2935,Antigua and Barbuda1994,,"589,429,593",9062,Silent
383,Antigua and Barbuda,1994,male,75+ years,0,929,Antigua and Barbuda1994,,"589,429,593",9062,G.I. Generation
384,Antigua and Barbuda,1995,female,15-24 years,0,6099,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
385,Antigua and Barbuda,1995,female,25-34 years,0,7333,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
386,Antigua and Barbuda,1995,female,35-54 years,0,7851,Antigua and Barbuda1995,,"577,280,741",8636,Boomers
387,Antigua and Barbuda,1995,female,5-14 years,0,7885,Antigua and Barbuda1995,,"577,280,741",8636,Millenials
388,Antigua and Barbuda,1995,female,55-74 years,0,3808,Antigua and Barbuda1995,,"577,280,741",8636,Silent
389,Antigua and Barbuda,1995,female,75+ years,0,1488,Antigua and Barbuda1995,,"577,280,741",8636,G.I. Generation
390,Antigua and Barbuda,1995,male,15-24 years,0,5953,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
391,Antigua and Barbuda,1995,male,25-34 years,0,7023,Antigua and Barbuda1995,,"577,280,741",8636,Generation X
392,Antigua and Barbuda,1995,male,35-54 years,0,7809,Antigua and Barbuda1995,,"577,280,741",8636,Boomers
393,Antigua and Barbuda,1995,male,5-14 years,0,7632,Antigua and Barbuda1995,,"577,280,741",8636,Millenials
394,Antigua and Barbuda,1995,male,55-74 years,0,3021,Antigua and Barbuda1995,,"577,280,741",8636,Silent
395,Antigua and Barbuda,1995,male,75+ years,0,944,Antigua and Barbuda1995,,"577,280,741",8636,G.I. Generation
396,Antigua and Barbuda,1998,female,15-24 years,0,6529,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
397,Antigua and Barbuda,1998,female,25-34 years,0,8332,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
398,Antigua and Barbuda,1998,female,35-54 years,0,9615,Antigua and Barbuda1998,,"727,860,593",10078,Boomers
399,Antigua and Barbuda,1998,female,5-14 years,0,8183,Antigua and Barbuda1998,,"727,860,593",10078,Millenials
400,Antigua and Barbuda,1998,female,55-74 years,0,3921,Antigua and Barbuda1998,,"727,860,593",10078,Silent
401,Antigua and Barbuda,1998,female,75+ years,0,1476,Antigua and Barbuda1998,,"727,860,593",10078,G.I. Generation
402,Antigua and Barbuda,1998,male,15-24 years,0,5916,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
403,Antigua and Barbuda,1998,male,25-34 years,0,7294,Antigua and Barbuda1998,,"727,860,593",10078,Generation X
404,Antigua and Barbuda,1998,male,35-54 years,0,9086,Antigua and Barbuda1998,,"727,860,593",10078,Boomers
405,Antigua and Barbuda,1998,male,5-14 years,0,7706,Antigua and Barbuda1998,,"727,860,593",10078,Millenials
406,Antigua and Barbuda,1998,male,55-74 years,0,3213,Antigua and Barbuda1998,,"727,860,593",10078,Silent
407,Antigua and Barbuda,1998,male,75+ years,0,954,Antigua and Barbuda1998,,"727,860,593",10078,G.I. Generation
408,Antigua and Barbuda,1999,female,15-24 years,0,6589,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
409,Antigua and Barbuda,1999,female,25-34 years,0,8526,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
410,Antigua and Barbuda,1999,female,35-54 years,0,10311,Antigua and Barbuda1999,,"766,198,926",10378,Boomers
411,Antigua and Barbuda,1999,female,5-14 years,0,8314,Antigua and Barbuda1999,,"766,198,926",10378,Millenials
412,Antigua and Barbuda,1999,female,55-74 years,0,3968,Antigua and Barbuda1999,,"766,198,926",10378,Silent
413,Antigua and Barbuda,1999,female,75+ years,0,1451,Antigua and Barbuda1999,,"766,198,926",10378,G.I. Generation
414,Antigua and Barbuda,1999,male,15-24 years,0,5845,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
415,Antigua and Barbuda,1999,male,25-34 years,0,7263,Antigua and Barbuda1999,,"766,198,926",10378,Generation X
416,Antigua and Barbuda,1999,male,35-54 years,0,9537,Antigua and Barbuda1999,,"766,198,926",10378,Boomers
417,Antigua and Barbuda,1999,male,5-14 years,0,7805,Antigua and Barbuda1999,,"766,198,926",10378,Millenials
418,Antigua and Barbuda,1999,male,55-74 years,0,3276,Antigua and Barbuda1999,,"766,198,926",10378,Silent
419,Antigua and Barbuda,1999,male,75+ years,0,947,Antigua and Barbuda1999,,"766,198,926",10378,G.I. Generation
420,Antigua and Barbuda,2000,male,55-74 years,1,3333,Antigua and Barbuda2000,,"830,158,778",11021,Silent
421,Antigua and Barbuda,2000,male,35-54 years,1,10033,Antigua and Barbuda2000,,"830,158,778",11021,Boomers
422,Antigua and Barbuda,2000,female,15-24 years,0,6616,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
423,Antigua and Barbuda,2000,female,25-34 years,0,8595,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
424,Antigua and Barbuda,2000,female,35-54 years,0,11040,Antigua and Barbuda2000,,"830,158,778",11021,Boomers
425,Antigua and Barbuda,2000,female,5-14 years,0,8439,Antigua and Barbuda2000,,"830,158,778",11021,Millenials
426,Antigua and Barbuda,2000,female,55-74 years,0,3986,Antigua and Barbuda2000,,"830,158,778",11021,Silent
427,Antigua and Barbuda,2000,female,75+ years,0,1413,Antigua and Barbuda2000,,"830,158,778",11021,G.I. Generation
428,Antigua and Barbuda,2000,male,15-24 years,0,5783,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
429,Antigua and Barbuda,2000,male,25-34 years,0,7177,Antigua and Barbuda2000,,"830,158,778",11021,Generation X
430,Antigua and Barbuda,2000,male,5-14 years,0,7973,Antigua and Barbuda2000,,"830,158,778",11021,Millenials
431,Antigua and Barbuda,2000,male,75+ years,0,938,Antigua and Barbuda2000,,"830,158,778",11021,G.I. Generation
432,Antigua and Barbuda,2001,male,35-54 years,2,10281,Antigua and Barbuda2001,,"800,740,259",10468,Boomers
433,Antigua and Barbuda,2001,female,15-24 years,0,6902,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
434,Antigua and Barbuda,2001,female,25-34 years,0,8425,Antigua and Barbuda2001,,"800,740,259",10468,Generation X
435,Antigua and Barbuda,2001,female,35-54 years,0,11402,Antigua and Barbuda2001,,"800,740,259",10468,Boomers
436,Antigua and Barbuda,2001,female,5-14 years,0,8428,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
437,Antigua and Barbuda,2001,female,55-74 years,0,4037,Antigua and Barbuda2001,,"800,740,259",10468,Silent
438,Antigua and Barbuda,2001,female,75+ years,0,1487,Antigua and Barbuda2001,,"800,740,259",10468,Silent
439,Antigua and Barbuda,2001,male,15-24 years,0,6084,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
440,Antigua and Barbuda,2001,male,25-34 years,0,7071,Antigua and Barbuda2001,,"800,740,259",10468,Generation X
441,Antigua and Barbuda,2001,male,5-14 years,0,7958,Antigua and Barbuda2001,,"800,740,259",10468,Millenials
442,Antigua and Barbuda,2001,male,55-74 years,0,3442,Antigua and Barbuda2001,,"800,740,259",10468,Silent
443,Antigua and Barbuda,2001,male,75+ years,0,980,Antigua and Barbuda2001,,"800,740,259",10468,Silent
444,Antigua and Barbuda,2002,female,15-24 years,0,7196,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
445,Antigua and Barbuda,2002,female,25-34 years,0,8155,Antigua and Barbuda2002,,"814,615,333",10499,Generation X
446,Antigua and Barbuda,2002,female,35-54 years,0,11760,Antigua and Barbuda2002,,"814,615,333",10499,Boomers
447,Antigua and Barbuda,2002,female,5-14 years,0,8408,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
448,Antigua and Barbuda,2002,female,55-74 years,0,4050,Antigua and Barbuda2002,,"814,615,333",10499,Silent
449,Antigua and Barbuda,2002,female,75+ years,0,1547,Antigua and Barbuda2002,,"814,615,333",10499,Silent
450,Antigua and Barbuda,2002,male,15-24 years,0,6416,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
451,Antigua and Barbuda,2002,male,25-34 years,0,6921,Antigua and Barbuda2002,,"814,615,333",10499,Generation X
452,Antigua and Barbuda,2002,male,35-54 years,0,10604,Antigua and Barbuda2002,,"814,615,333",10499,Boomers
453,Antigua and Barbuda,2002,male,5-14 years,0,7980,Antigua and Barbuda2002,,"814,615,333",10499,Millenials
454,Antigua and Barbuda,2002,male,55-74 years,0,3527,Antigua and Barbuda2002,,"814,615,333",10499,Silent
455,Antigua and Barbuda,2002,male,75+ years,0,1024,Antigua and Barbuda2002,,"814,615,333",10499,Silent
456,Antigua and Barbuda,2003,male,55-74 years,1,3594,Antigua and Barbuda2003,,"855,643,111",10878,Silent
457,Antigua and Barbuda,2003,female,15-24 years,0,7454,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
458,Antigua and Barbuda,2003,female,25-34 years,0,7831,Antigua and Barbuda2003,,"855,643,111",10878,Generation X
459,Antigua and Barbuda,2003,female,35-54 years,0,12129,Antigua and Barbuda2003,,"855,643,111",10878,Boomers
460,Antigua and Barbuda,2003,female,5-14 years,0,8423,Antigua and Barbuda2003,,"855,643,111",10878,Millenials
